"Analytes","SeqId","SeqIdVersion","SomaId","TargetFullName","Target","UniProt","EntrezGeneID","EntrezGeneSymbol","Organism","Units","Type","Dilution","NormGroup"
"X25080.16","25080-16",3,"SL023140","UDP-glucuronosyltransferase 2B15","UDB15","P54855","7366","UGT2B15","Human","RFU","Protein","20","S1"
"X25081.6","25081-6",3,"SL023601","Protein FAM160B1","F16B1","Q5W0V3","57700","FAM160B1","Human","RFU","Protein","20","S2"
"X25082.3","25082-3",3,"SL023201","Neural Wiskott-Aldrich syndrome protein","WASL","O00401","8976","WASL","Human","RFU","Protein","20","S1"
"X25083.26","25083-26",3,"SL006565","Protein diaphanous homolog 1","Diaphanous-related formin-1","O60610","1729","DIAPH1","Human","RFU","Protein","20","S1"
"X25085.37","25085-37",3,"SL020137","Tether containing UBX domain for GLUT4","ASPC1","Q9BZE9","79058","ASPSCR1","Human","RFU","Protein","20","S2"
"X25086.83","25086-83",3,"SL023408","GRAM domain-containing protein 2B","GRM2B","Q96HH9","65983","GRAMD2B","Human","RFU","Protein","20","S1"
"X25087.11","25087-11",3,"SL023578","Dystrobrevin alpha","DTNA","Q9Y4J8","1837","DTNA","Human","RFU","Protein","20","S1"
"X25088.42","25088-42",3,"SL011990","Phosphorylase b kinase regulatory subunit alpha, skeletal muscle isoform","PHKA1","P46020","5255","PHKA1","Human","RFU","Protein","20","S2"
"X25089.21","25089-21",3,"SL004941","Transcription intermediary factor 1-beta","KRIP-1","Q13263","10155","TRIM28","Human","RFU","Protein","20","S2"
"X25091.83","25091-83",3,"SL014641","SLIT-ROBO Rho GTPase-activating protein 2","FNBP2","O75044","23380","SRGAP2","Human","RFU","Protein","20","S1"
"X25092.32","25092-32",3,"SL008265","ATP-dependent RNA helicase DDX1","DDX1","Q92499","1653","DDX1","Human","RFU","Protein","20","S2"
"X25093.96","25093-96",3,"SL023511","Vang-like protein 1","VANG1","Q8TAA9","81839","VANGL1","Human","RFU","Protein","20","S1"
"X25094.9","25094-9",3,"SL023136","Acetyl-coenzyme A synthetase, cytoplasmic","ACSA","Q9NR19","55902","ACSS2","Human","RFU","Protein","20","S2"
"X25095.1","25095-1",3,"SL023702","Synphilin-1","SNCAP","Q9Y6H5","9627","SNCAIP","Human","RFU","Protein","20","S1"
"X25096.58","25096-58",3,"SL021470","Myosin-binding protein C, fast-type","MYPC2","Q14324","4606","MYBPC2","Human","RFU","Protein","20","S1"
"X25099.4","25099-4",3,"SL023615","Calcium-dependent secretion activator 2","CAPS2","Q86UW7","93664","CADPS2","Human","RFU","Protein","20","S1"
"X25100.11","25100-11",3,"SL023777","C-Maf-inducing protein","CMIP","Q8IY22","80790","CMIP","Human","RFU","Protein","20","S2"
"X25102.23","25102-23",3,"SL023490","Elongator complex protein 1","ELP1","O95163","8518","ELP1","Human","RFU","Protein","20","S2"
"X25103.45","25103-45",3,"SL023757","Vacuolar protein sorting-associated protein 53 homolog","VPS53","Q5VIR6","55275","VPS53","Human","RFU","Protein","20","S2"
"X25104.10","25104-10",3,"SL015296","Transcription factor CP2-like protein 1","TF2L1","Q9NZI6","29842","TFCP2L1","Human","RFU","Protein","20","S2"
"X25105.70","25105-70",3,"SL013261","Eukaryotic translation initiation factor 2A","EIF2A","Q9BY44","83939","EIF2A","Human","RFU","Protein","20","S1"
"X25105.87","25105-87",3,"SL013261","Eukaryotic translation initiation factor 2A","EIF2A","Q9BY44","83939","EIF2A","Human","RFU","Protein","20","S2"
"X25108.6","25108-6",3,"SL023419","Arginyl-tRNA--protein transferase 1","ATE1","O95260","11101","ATE1","Human","RFU","Protein","20","S2"
"X25110.19","25110-19",3,"SL019831","Exocyst complex component 7","EXOC7","Q9UPT5","23265","EXOC7","Human","RFU","Protein","20","S1"
"X25111.24","25111-24",3,"SL023062","E3 ubiquitin-protein ligase RAD18","RAD18","Q9NS91","56852","RAD18","Human","RFU","Protein","20","S1"
"X25112.6","25112-6",3,"SL021541","Ribosomal protein S6 kinase beta-2","KS6B2","Q9UBS0","6199","RPS6KB2","Human","RFU","Protein","20","S1"
"X25114.256","25114-256",3,"SL023241","TBC1 domain family member 24","TBC24","Q9ULP9","57465","TBC1D24","Human","RFU","Protein","20","S1"
"X25115.21","25115-21",3,"SL011321","FH1/FH2 domain-containing protein 1","FHOD1","Q9Y613","29109","FHOD1","Human","RFU","Protein","20","S2"
"X25116.11","25116-11",3,"SL023346","Coiled-coil domain-containing protein 9","CCDC9","Q9Y3X0","26093","CCDC9","Human","RFU","Protein","20","S1"
"X25117.17","25117-17",3,"SL002742","PGM5","PGM5","Q15124","5239","PGM5","Human","RFU","Protein","20","S2"
"X25118.45","25118-45",3,"SL023646","Protein bicaudal D homolog 1","BICD1","Q96G01","636","BICD1","Human","RFU","Protein","20","S2"
"X25121.7","25121-7",3,"SL012549","Nodal modulator 2","NOMO2","Q5JPE7","283820","NOMO2","Human","RFU","Protein","20","S2"
"X25123.198","25123-198",3,"SL023172","DNA-(apurinic or apyrimidinic site) lyase 2","APEX2","Q9UBZ4","27301","APEX2","Human","RFU","Protein","20","S1"
"X25124.21","25124-21",3,"SL014672","Zinc finger and BTB domain-containing protein 7A","ZBT7A","O95365","51341","ZBTB7A","Human","RFU","Protein","20","S1"
"X25125.7","25125-7",3,"SL020974","SH3 and cysteine-rich domain-containing protein","STAC","Q99469","6769","STAC","Human","RFU","Protein","20","S1"
"X25126.19","25126-19",3,"SL023614","E3 ubiquitin-protein ligase HECW2","HECW2","Q9P2P5","57520","HECW2","Human","RFU","Protein","20","S1"
"X2514.65","2514-65",3,"SL025848","Ephrin-B3:Extracellular domain","Ephrin-B3:ECD","Q15768","1949","EFNB3","Human","RFU","Protein","20","S2"
"X2515.14","2515-14",3,"SL004143","GDNF family receptor alpha-2","GFRa-2","O00451","2675","GFRA2","Human","RFU","Protein","20","S2"
"X2516.57","2516-57",3,"SL003193","C-C motif chemokine 21","6Ckine","O00585","6366","CCL21","Human","RFU","Protein","20","S2"
"X25209.15","25209-15",3,"SL008450","Sodium/potassium-transporting ATPase gamma chain","ATNG","P54710","486","FXYD2","Human","RFU","Protein","20","S2"
"X25211.14","25211-14",3,"SL007740","Guanine nucleotide-binding protein G(I)/G(S)/G(O) gamma-12 subunit","GBG12","Q9UBI6","55970","GNG12","Human","RFU","Protein","20","S2"
"X25215.1","25215-1",3,"SL023225","Mitochondrial import inner membrane translocase subunit Tim10","TIM10","P62072","26519","TIMM10","Human","RFU","Protein","20","S2"
"X25216.8","25216-8",3,"SL004476","Calgranulin A","Calgranulin A","P05109","6279","S100A8","Human","RFU","Protein","20","S2"
"X25217.35","25217-35",3,"SL009248","Sperm protein associated with the nucleus on the X chromosome A","SPANXA","Q9NS26","30014","SPANXA1","Human","RFU","Protein","20","S2"
"X25218.10","25218-10",3,"SL015380","Signal peptidase complex subunit 1","SPCS1","Q9Y6A9","28972","SPCS1","Human","RFU","Protein","20","S2"
"X25219.17","25219-17",3,"SL020936","V-type proton ATPase subunit F","VATF","Q16864","9296","ATP6V1F","Human","RFU","Protein","20","S2"
"X25220.8","25220-8",3,"SL023179","Cysteine-rich tail protein 1","CRTP1","A8MQ03","375791","CYSRT1","Human","RFU","Protein","20","S1"
"X25225.14","25225-14",3,"SL021546","Ferritin heavy polypeptide-like 17","FHL17","Q9BXU8","53940","FTHL17","Human","RFU","Protein","20","S2"
"X25227.20","25227-20",3,"SL023731","Transcription elongation factor A protein-like 2","TCAL2","Q9H3H9","140597","TCEAL2","Human","RFU","Protein","20","S1"
"X2523.31","2523-31",3,"SL000563","C-C motif chemokine 5","RANTES","P13501","6352","CCL5","Human","RFU","Protein","20","S2"
"X25232.4","25232-4",3,"SL011303","EH domain-containing protein 3","EHD3","Q9NZN3","30845","EHD3","Human","RFU","Protein","20","S2"
"X25233.2","25233-2",3,"SL023506","Mannose-6-phosphate isomerase","MPI","P34949","4351","MPI","Human","RFU","Protein","20","S2"
"X25235.2","25235-2",3,"SL023434","Diphthine methyltransferase","DPH7","Q9BTV6","92715","DPH7","Human","RFU","Protein","20","S1"
"X25236.11","25236-11",3,"SL023638","Methyltransferase-like 26","MTL26","Q96S19","84326","METTL26","Human","RFU","Protein","20","S1"
"X2524.56","2524-56",3,"SL003280","High mobility group protein B1","HMG-1","P09429","3146","HMGB1","Human","RFU","Protein","20","S2"
"X25240.1","25240-1",3,"SL023403","Protein-lysine N-methyltransferase EEF2KMT","EF2KT","Q96G04","196483","EEF2KMT","Human","RFU","Protein","20","S1"
"X25242.12","25242-12",3,"SL023499","Ciliogenesis-associated TTC17-interacting protein","CATIP","Q7Z7H3","375307","CATIP","Human","RFU","Protein","20","S2"
"X25244.9","25244-9",3,"SL011243","Probable E3 ubiquitin-protein ligase HECTD3","HECD3","Q5T447","79654","HECTD3","Human","RFU","Protein","20","S2"
"X25245.22","25245-22",3,"SL023554","Synembryn-A","RIC8A","Q9NPQ8","60626","RIC8A","Human","RFU","Protein","20","S2"
"X25247.12","25247-12",3,"SL023596","Armadillo repeat-containing protein 8","ARMC8","Q8IUR7","25852","ARMC8","Human","RFU","Protein","20","S1"
"X25248.28","25248-28",3,"SL007255","Protein numb homolog","NUMB","P49757","8650","NUMB","Human","RFU","Protein","20","S2"
"X25249.33","25249-33",3,"SL023375","Pyruvate dehydrogenase E1 component subunit alpha, testis-specific form, mitochondrial","ODPAT","P29803","5161","PDHA2","Human","RFU","Protein","20","S1"
"X25251.6","25251-6",3,"SL018016","Ectonucleotide pyrophosphatase/phosphodiesterase family member 3","ENPP3","O14638","5169","ENPP3","Human","RFU","Protein","20","S2"
"X25252.29","25252-29",3,"SL023183","MTSS1-like protein","MTSSL","Q765P7","92154","MTSS2","Human","RFU","Protein","20","S1"
"X25253.17","25253-17",3,"SL010840","Guanine nucleotide-binding protein G(s) subunit alpha isoforms","GNAS","Q5JWF2|P63092","2778|2778","GNAS|GNAS","Human","RFU","Protein","20","S2"
"X25255.4","25255-4",3,"SL023491","Transmembrane and ubiquitin-like domain-containing protein 1","TMUB1","Q9BVT8","83590","TMUB1","Human","RFU","Protein","20","S2"
"X25256.153","25256-153",3,"SL003681","Elongation factor 1-alpha 1","EF-1-alpha-1","P68104","1915","EEF1A1","Human","RFU","Protein","20","S2"
"X25256.23","25256-23",3,"SL003681","Elongation factor 1-alpha 1","EF-1-alpha-1","P68104","1915","EEF1A1","Human","RFU","Protein","20","S2"
"X25257.162","25257-162",3,"SL009568","Oligodendrocyte transcription factor 1","OLIG1","Q8TAK6","116448","OLIG1","Human","RFU","Protein","20","S1"
"X25258.41","25258-41",3,"SL023556","Spermatogenesis-associated protein 5","SPAT5","Q8NB90","166378","SPATA5","Human","RFU","Protein","20","S1"
"X25259.7","25259-7",3,"SL023286","Uncharacterized protein C17orf62","CQ062","Q9BQA9","79415","CYBC1","Human","RFU","Protein","20","S2"
"X25260.62","25260-62",3,"SL012564","Uncharacterized protein C15orf17","CO017","Q5XKK7","57184","FAM219B","Human","RFU","Protein","20","S1"
"X25261.42","25261-42",3,"SL023719","Ankyrin repeat and SAM domain-containing protein 3","ANKS3","Q6ZW76","124401","ANKS3","Human","RFU","Protein","20","S1"
"X25263.4","25263-4",3,"SL006637","Rho GTPase-activating protein 24","RHG24","Q8N264","83478","ARHGAP24","Human","RFU","Protein","20","S1"
"X25264.102","25264-102",3,"SL004094","SHIP","SHIP","Q92835","3635","INPP5D","Human","RFU","Protein","20","S2"
"X25265.8","25265-8",3,"SL021943","Formin-binding protein 1","FNBP1","Q96RU3","23048","FNBP1","Human","RFU","Protein","20","S2"
"X25266.14","25266-14",3,"SL023575","Oxysterol-binding protein-related protein 1","OSBL1","Q9BXW6","114876","OSBPL1A","Human","RFU","Protein","20","S2"
"X25270.3","25270-3",3,"SL013764","Probable transcription factor PML","PML","P29590","5371","PML","Human","RFU","Protein","20","S2"
"X25274.2","25274-2",3,"SL021521","Ankyrin repeat domain-containing protein 2","ANKR2","Q9GZV1","26287","ANKRD2","Human","RFU","Protein","20","S2"
"X25275.30","25275-30",3,"SL007298","Histone deacetylase 4","HDAC4","P56524","9759","HDAC4","Human","RFU","Protein","20","S1"
"X25276.32","25276-32",3,"SL023438","Rab-like protein 6","RABL6","Q3YEC7","55684","RABL6","Human","RFU","Protein","20","S2"
"X25277.51","25277-51",3,"SL023690","Pantothenate kinase 1","PANK1","Q8TE04","53354","PANK1","Human","RFU","Protein","20","S1"
"X25278.41","25278-41",3,"SL011159","Rho GTPase-activating protein 6","RHG06","O43182","395","ARHGAP6","Human","RFU","Protein","20","S1"
"X25279.44","25279-44",3,"SL023268","Nuclear valosin-containing protein-like","NVL","O15381","4931","NVL","Human","RFU","Protein","20","S1"
"X25280.2","25280-2",3,"SL023160","LIM domain-containing protein 1","LIMD1","Q9UGP4","8994","LIMD1","Human","RFU","Protein","20","S2"
"X25282.6","25282-6",3,"SL014591","Antizyme inhibitor 1","AZIN1","O14977","51582","AZIN1","Human","RFU","Protein","20","S2"
"X25283.2","25283-2",3,"SL019945","Catenin alpha-3","CTNA3","Q9UI47","29119","CTNNA3","Human","RFU","Protein","20","S1"
"X25284.47","25284-47",3,"SL022666","Ubiquitin-like modifier-activating enzyme 6","UBA6","A0AVT1","55236","UBA6","Human","RFU","Protein","20","S2"
"X25285.14","25285-14",3,"SL023668","Kelch repeat and BTB domain-containing protein 11","KBTBB","O94819","9920","KBTBD11","Human","RFU","Protein","20","S1"
"X25286.33","25286-33",3,"SL023562","Rab GTPase-activating protein 1-like","RBG1L","Q5R372","9910","RABGAP1L","Human","RFU","Protein","20","S2"
"X25287.7","25287-7",3,"SL010128","Eukaryotic translation initiation factor 4 gamma 1","IF4G1","Q04637","1981","EIF4G1","Human","RFU","Protein","20","S2"
"X25288.16","25288-16",3,"SL023561","Dimethylaniline monooxygenase [N-oxide-forming] 3","FMO3","P31513","2328","FMO3","Human","RFU","Protein","20","S1"
"X25291.27","25291-27",3,"SL023671","Pleckstrin homology domain-containing family M member 2","PKHM2","Q8IWE5","23207","PLEKHM2","Human","RFU","Protein","20","S2"
"X25292.4","25292-4",3,"SL012601","Carboxylesterase 3","EST3","Q6UWW8","23491","CES3","Human","RFU","Protein","20","S2"
"X25292.6","25292-6",3,"SL012601","Carboxylesterase 3","EST3","Q6UWW8","23491","CES3","Human","RFU","Protein","20","S2"
"X25296.3","25296-3",3,"SL023165","Angiomotin","AMOT","Q4VCS5","154796","AMOT","Human","RFU","Protein","20","S1"
"X25297.11","25297-11",3,"SL023254","SH3 and PX domain-containing protein 2B","SPD2B","A1X283","285590","SH3PXD2B","Human","RFU","Protein","20","S2"
"X25298.53","25298-53",3,"SL023244","Lysine-specific demethylase 4C","KDM4C","Q9H3R0","23081","KDM4C","Human","RFU","Protein","20","S2"
"X25299.11","25299-11",3,"SL023692","Nuclear receptor coactivator 7","NCOA7","Q8NI08","135112","NCOA7","Human","RFU","Protein","20","S2"
"X25300.39","25300-39",3,"SL007743","Mucosa-associated lymphoid tissue lymphoma translocation protein 1","MALT1","Q9UDY8","10892","MALT1","Human","RFU","Protein","20","S1"
"X25301.48","25301-48",3,"SL018896","Dual specificity tyrosine-phosphorylation-regulated kinase 1A","DYR1A","Q13627","1859","DYRK1A","Human","RFU","Protein","20","S1"
"X25306.51","25306-51",3,"SL003741","DAXX","DAXX","Q9UER7","1616","DAXX","Human","RFU","Protein","20","S1"
"X25307.8","25307-8",3,"SL023294","WD repeat-containing protein 18","WDR18","Q9BV38","57418","WDR18","Human","RFU","Protein","20","S2"
"X25308.8","25308-8",3,"SL013795","LIM domain kinase 1","LIMK1","P53667","3984","LIMK1","Human","RFU","Protein","20","S2"
"X25409.5","25409-5",3,"SL023701","Coiled-coil domain-containing protein 140","CC140","Q96MF4","151278","CCDC140","Human","RFU","Protein","20","S1"
"X25412.53","25412-53",3,"SL006726","FXYD domain-containing ion transport regulator 6","FXYD6","Q9H0Q3","53826","FXYD6","Human","RFU","Protein","20","S1"
"X25413.80","25413-80",3,"SL004257","G antigen 2","GAGE-2","Q13066","2574","GAGE2B","Human","RFU","Protein","20","S2"
"X25414.11","25414-11",3,"SL023597","Late cornified envelope protein 3B","LCE3B","Q5TA77","353143","LCE3B","Human","RFU","Protein","20","S1"
"X25416.5","25416-5",3,"SL008298","Periaxin","PRAX","Q9BXM0","57716","PRX","Human","RFU","Protein","20","S2"
"X25419.59","25419-59",3,"SL023611","Sperm protein associated with the nucleus on the X chromosome N4","SPXN4","Q5MJ08","441525","SPANXN4","Human","RFU","Protein","20","S1"
"X25422.58","25422-58",3,"SL023655","Ribonuclease P protein subunit p40","RPP40","O75818","10799","RPP40","Human","RFU","Protein","20","S1"
"X25424.234","25424-234",3,"SL018437","Synaptotagmin-12","SYT12","Q8IV01","91683","SYT12","Human","RFU","Protein","20","S1"
"X25428.103","25428-103",3,"SL023624","Interferon-related developmental regulator 1","IFRD1","O00458","3475","IFRD1","Human","RFU","Protein","20","S1"
"X25433.25","25433-25",3,"SL023200","Putative methyltransferase NSUN6","NSUN6","Q8TEA1","221078","NSUN6","Human","RFU","Protein","20","S1"
"X25437.18","25437-18",3,"SL023455","Ankyrin repeat and MYND domain-containing protein 2","ANKY2","Q8IV38","57037","ANKMY2","Human","RFU","Protein","20","S2"
"X25438.288","25438-288",3,"SL013141","5'-nucleotidase domain-containing protein 1","NT5D1","Q5TFE4","221294","NT5DC1","Human","RFU","Protein","20","S1"
"X25444.29","25444-29",3,"SL023696","Type I inositol 1,4,5-trisphosphate 5-phosphatase","I5P1","Q14642","3632","INPP5A","Human","RFU","Protein","20","S2"
"X25446.34","25446-34",3,"SL010912","Protein DDI1 homolog 2","DDI2","Q5TDH0","84301","DDI2","Human","RFU","Protein","20","S2"
"X25451.39","25451-39",3,"SL023187","Transcriptional coactivator YAP1","YAP1","P46937","10413","YAP1","Human","RFU","Protein","20","S2"
"X25452.16","25452-16",3,"SL023718","Myb/SANT-like DNA-binding domain-containing protein 2","MSD2","Q6P1R3","79684","MSANTD2","Human","RFU","Protein","20","S1"
"X25453.57","25453-57",5,"SL023269","Ropporin-1B","ROP1B","Q9BZX4","152015","ROPN1B","Human","RFU","Protein","20","S1"
"X25456.73","25456-73",4,"SL010955","26S protease regulatory subunit 8","PRS8","P62195","5705","PSMC5","Human","RFU","Protein","20","S2"
"X25459.3","25459-3",3,"SL023704","O-acetyl-ADP-ribose deacetylase MACROD2","MACD2","A1Z1Q3","140733","MACROD2","Human","RFU","Protein","20","S2"
"X25460.36","25460-36",3,"SL021243","Interferon regulatory factor 5","IRF5","Q13568","3663","IRF5","Human","RFU","Protein","20","S2"
"X25461.3","25461-3",3,"SL023143","S-arrestin","ARRS","P10523","6295","SAG","Human","RFU","Protein","20","S1"
"X25463.3","25463-3",3,"SL016416","cAMP-dependent protein kinase type II-beta regulatory subunit","KAP3","P31323","5577","PRKAR2B","Human","RFU","Protein","20","S2"
"X25464.1","25464-1",4,"SL013771","Cytochrome P450 2C19","CP2CJ","P33261","1557","CYP2C19","Human","RFU","Protein","20","S1"
"X25465.42","25465-42",3,"SL023632","Muscular LMNA-interacting protein","MLIP","Q5VWP3","90523","MLIP","Human","RFU","Protein","20","S1"
"X25466.84","25466-84",3,"SL022649","Kynurenine 3-monooxygenase","KMO","O15229","8564","KMO","Human","RFU","Protein","20","S1"
"X25468.5","25468-5",3,"SL004103","SOX-9","SOX-9","P48436","6662","SOX9","Human","RFU","Protein","20","S1"
"X25472.12","25472-12",3,"SL023774","Brain-enriched guanylate kinase-associated protein","BEGIN","Q9BUH8","57596","BEGAIN","Human","RFU","Protein","20","S1"
"X25473.62","25473-62",3,"SL023532","Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha","FNTA","P49354","2339","FNTA","Human","RFU","Protein","20","S2"
"X25479.8","25479-8",4,"SL023744","Leucine-rich repeat flightless-interacting protein 2","LRRF2","Q9Y608","9209","LRRFIP2","Human","RFU","Protein","20","S2"
"X25480.21","25480-21",3,"SL015185","Ubiquitin-associated domain-containing protein 1","UBAC1","Q9BSL1","10422","UBAC1","Human","RFU","Protein","20","S2"
"X25481.66","25481-66",3,"SL019444","Ataxin-10","ATX10","Q9UBB4","25814","ATXN10","Human","RFU","Protein","20","S2"
"X25482.5","25482-5",4,"SL023748","Nuclear factor 1 A-type","NFIA","Q12857","4774","NFIA","Human","RFU","Protein","20","S2"
